Country,ISO2,ISO3,OMNIARegion,ZijieRegion,Metric,Unit,Scrap2019_kt,ShareWeight2019,RegionShare2019,AllocationMethod2019,SecondaryEstimate2024Country,SecondaryEstimate2024_kt,RegionShare2024,AllocationMethod2024,Trend2019_2024Slope_kt_per_year,Trend2025Unclipped_kt,AlignmentFactor_vs_old_2025,BoundaryAlignmentMethod,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Reunion,RE,REU,AFE,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rwanda,RW,RWA,AFE,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Somalia,SO,SOM,AFE,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,UG,UGA,AFE,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,SC,SYC,AFE,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Republic of Tanzania,TZ,TZA,AFE,Other main producer,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,EG,EGY,AFN,Other main producer,Aluminium scrap,kt,54.04801773473743,40.0,0.0312067227564295,Scrap allocated using OMNIA-controlled 2019 secondary country share,Egypt,80.0,0.1286173633440514,Zijie 2024 regional total allocated using country shares from secondary_aluminium_production_estimates_2024.xlsx,46.00004399729775,330.048281718524,1.0118997822544074,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,54.04801773473743,100.0480617320352,146.04810572933297,192.0481497266307,238.04819372392848,284.0482377212262,330.048281718524,336.9891007826302,343.94940718792645,350.02641581958784,355.91447127649803,361.8531516459257,368.15612897121986,375.1622800318706,382.985296798152,391.66780280066604,401.1371292902658,411.1730339086818,421.56553338087696,432.25322163146,443.2274790751968,454.52016569652125,466.1864713215021,478.1688968406487,490.4533109285256,503.06666707218585,515.976304354154,529.1420536290115,542.4622278118904,555.8983712808788,569.4989842675539,583.4324432541066
Algeria,DZ,DZA,AFN,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,MA,MAR,AFN,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libya,LY,LBY,AFN,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia,TN,TUN,AFN,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic Republic of the Congo,CD,COD,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,CI,CIV,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,GH,GHA,AFW,Rest of World,Aluminium scrap,kt,28.741020419678797,3.75,0.1328613821843777,Scrap allocated using OMNIA-controlled 2019 secondary country share,Ghana,2.0,0.3333333333333333,Zijie 2024 regional total allocated using country shares from secondary_aluminium_production_estimates_2024.xlsx,96.64577283928423,608.6156574553842,0.9832507454922659,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,28.741020419678797,125.38679325896302,222.0325660982473,318.6783389375315,415.32411177681576,511.9698846161,608.6156574553842,691.0448854819834,772.840179631575,854.6231342708927,937.6664212757763,1022.3884541440223,1108.675171495835,1195.8409984790926,1282.8009751479756,1368.3974764762017,1451.8973583805764,1533.5738619385072,1614.8115924480662,1698.0755259577913,1786.584380725034,1883.3268730827674,1990.3204660831832,2108.8664809455104,2239.407165448565,2381.1253340074854,2532.581498977648,2692.4171155206786,2859.157399639325,3031.6814451561813,3209.332466849568,3391.3245857390352
Cameroon,CM,CMR,AFW,Other main producer,Aluminium scrap,kt,8.445002771052724,6.25,0.0048760504306921,Scrap allocated using OMNIA-controlled 2019 secondary country share,Cameroon,2.0,0.0032154340836012,Zijie 2024 regional total allocated using country shares from secondary_aluminium_production_estimates_2024.xlsx,-0.2687593656044139,6.832446577426241,0.8379078561431516,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,8.445002771052724,8.17624340544831,7.907484039843897,7.638724674239483,7.369965308635069,7.101205943030656,6.832446577426241,6.976130935400057,7.120218707737747,7.2460210194788965,7.367911744510973,7.490850473818248,7.6213306436575445,7.7663674624709165,7.928314508071692,8.108054145289232,8.304082032565358,8.511838854701917,8.726977673422567,8.948227299774421,9.17540929666541,9.409183208936879,9.650691540759032,9.898743982666241,10.15304799707702,10.41416155768967,10.68140853926378,10.953957386068465,11.2297030376824,11.507849410632732,11.78940052542071,12.077842003342328
Gabon,GA,GAB,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benin,BJ,BEN,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal,SN,SEN,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Togo,TG,TGO,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niger,NE,NER,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo,CG,COG,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,BF,BFA,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabo Verde,CV,CPV,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,CF,CAF,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,TD,TCD,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Equatorial Guinea,GQ,GNQ,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambia,GM,GMB,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,GN,GIN,AFW,Other main producer,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea-Bissau,GW,GNB,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liberia,LR,LBR,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malawi,MW,MWI,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mali,ML,MLI,AFW,Rest of World,Aluminium scrap,kt,0.0,0.0,0.0,No 2019 secondary producer share; assigned zero,,0.0,0.0,No 2024 secondary production estimate; assigned zero share,0.0,0.0,,Existing values retained through 2024; 2025 extrapolated using a country-level OLS linear trend fitted over 2019-2024 and floored at zero; Zijie regional growth indexed to 2025 thereafter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
